187.140560516	178.994013752
259.314332832	262.244781561
295.621801853	262.10166539
901.501195251	901.603096411
901.574343687	901.643373252
901.594075567	901.625304222
901.717807208	901.895581523
21.571826117	20.636172456
901.025513263	900.964278903
901.051375298	901.022328945
901.08912878	901.127463124
901.608297603	901.406183268
900.858163671	900.865440216
900.982744435	900.890667824
43.572588801	46.995659578
15.793161171	15.031863079
66.128601216	65.558329497
911.088113779	910.964064565
901.391959268	901.697106489
12.887646899	13.549292537
138.283879964	142.307141761
66.841764992	62.818554663
101.202584928	98.035573603
90.745542886	90.249219921
64.205453137	58.514297786
901.584022581	901.365573865
39.556931347	38.302250528
61.466733774	58.687700317
49.905037005	51.591681089
37.971932345	38.199037556
39.052726105	40.826024106
901.478652397	901.77398158
901.851788115	902.103753047
901.379471617	900.8472278
510.683553221	473.112888838
902.37756659	901.543993051
3.127467413	3.138070631
3.202069707	3.354616989
4.042424508	3.765688052
3.581295928	3.651921304
3.666104292	3.499965758
3.182961679	3.239179035
3.699752994	3.6882484
3.967006045	3.95122865
4.318887089	3.776725259
4.13892528	3.57122468
901.525048116	901.680335255
157.966539603	31.83036224
23.312426822	282.975810446
18.779090656	18.597028389
152.458496568	12.027659043
16.689343245	7.201924127
901.53768172	901.19187879
901.229654064	901.368947357
901.187877944	901.170694545
901.443836402	901.383458157
307.421201978	233.683090081
176.426769461	558.227155425
88.955261503	129.855698732
207.52940927	203.906163808
96.025174646	67.524163233
292.223762519	509.517788752
610.568447707	314.738030415
418.246476923	638.628359544
901.112993022	901.039178958
901.071950959	901.225804383
901.053240251	901.026204629
901.1872006	901.235041724
901.124274274	901.093079103
901.267393871	901.047333635
901.236678146	901.157983871
901.114733938	901.26815983
901.341342709	901.436994447
901.528679589	901.264811785
901.362014222	901.285809309
901.370422786	901.375551496
901.313136799	901.428435492
901.077115286	901.044642467
900.952286729	900.933088891
901.176469546	900.921807474
901.063899932	901.000182987
900.953194088	900.946535634
900.981110445	900.950577213
900.978701433	901.017586879
900.948316675	900.934713544
901.026400218	900.947609761
900.910764641	900.963418648
10.941858671	11.655311141
3.141279058	3.38223673
188.924870839	188.071703172
3.048669923	3.262616095
165.140392416	165.860444886
3.392977811	3.36850574
3.271646398	3.302670975
4.205653168	4.311024149
3.935092243	3.945272662
4.380384951	4.637237672
3.067806274	3.254779488
3.118393921	3.126073251
3.457528261	3.032277993
3.372412983	3.513338527
3.454258234	3.515760728
4.504873775	4.55320867
901.612482118	901.554666151
3.742633741	4.20134389
3.304811724	3.286271211
4.154843209	4.113775979
4.541029932	4.9880604
3.246122539	3.44757143
2.584352169	2.509143687
370.089885592	377.942191586
3.451643162	4.002580183
3.466346856	3.38516963
3.33957051	3.225465881
141.985176033	143.116453549
3.564441589	3.467843313
3.448493904	3.478285627
3.35357411	3.124398284
3.252164248	3.157406443
14.133511675	13.562660029
5.167480507	4.869688454
8.651415139	8.819525729
3.860915738	3.49234557
3.880710925	3.534028328
38.784730952	38.076689992
49.352299866	33.377274665
787.015255879	900.975025001
901.074384877	901.208211509
54.781256199	53.707116475
901.394719964	901.400750677
901.401209834	901.544595211
55.377970795	57.019922693
901.302148308	901.439126513
293.89292814	315.890434185
901.546090949	901.363221206
901.438152903	901.403336412
20.054785712	22.164478619
39.153057046	44.808820242
28.762976522	30.310820299
31.291166635	29.963524012
31.977345876	35.496670456
28.387758601	26.56879092
901.789302076	901.297069874
901.682581611	901.460802247
902.090690126	901.716932099
901.26800694	901.245620853
902.098880957	901.70113753
41.867503494	40.274982865
39.804542481	44.826376698
5.04023525	5.728785493
20.100771501	21.036723015
22.812703345	23.841106669
24.73488635	22.445007288
20.566291063	23.351876991
36.681557623	37.258794793
5.95037031	5.355942726
3.731874682	3.729685241
33.427578237	33.301397259
39.886440646	44.469796658
44.182325988	37.858317357
48.682397275	46.7890542
46.33521306	46.108794424
40.919904469	41.33984756
3.703026136	3.883643155
3.598144619	3.612960264
44.029843158	51.108222904
104.391785293	104.771853844
331.889016213	357.559525584
901.92063816	901.483985084
901.903153428	902.162955805
901.806346905	901.616304515
8.358578046	8.282545236
10.62382757	11.988601271
15.164691519	15.506089796
19.559218875	19.589425211
25.886491767	28.04759011
128.795537554	128.970075581
522.229828649	528.206651633
154.252593242	145.267358732
504.848251539	473.552098159
291.06309246	218.570127358
116.255994725	117.94606006
212.698235818	214.69745042
133.207539006	143.796656936
70.044850398	63.85890557
475.305820089	495.0313336
114.183080142	120.061471327
216.461595458	217.492695931
234.073078978	231.896710259
907.482841458	905.080242428
908.32212224	906.867680605
146.11197961	144.876345403
903.240447692	903.231856133
907.463446754	906.996468228
907.119082157	907.008727108
907.060478013	907.221935004
901.711545147	901.503037483
901.806178928	901.866881635
901.88137975	901.761719196
901.934278748	901.570562005
901.893161842	901.623114039
913.169606527	901.807127267
901.053710851	901.649935896
902.06008314	901.05901863
901.389502126	901.281991869
901.254039365	901.724179083
901.686079823	901.266703455
902.075370128	901.831731757
901.06447471	901.991777974
904.126376757	904.033678792
904.235158429	904.34146854
907.561599817	904.153959871
1095.14721061	905.3150352
906.249344491	904.417049743
904.268488455	905.031971272
906.896232343	905.33703323
