43.821	58.160
113.920	128.997
114.153	154.382
0.811	0.758
0.218	0.218
0.309	0.322
0.111	0.126
13.407	14.742
0.073	0.075
0.181	0.194
0.380	0.407
0.043	0.049
0.385	0.411
0.401	0.395
	
9.234	10.026
29.318	48.490
	
0.762	0.881
4.727	4.817
58.017	50.248
50.957	54.703
79.119	82.022
29.247	30.358
46.504	52.239
680.182	672.129
31.399	29.099
43.587	47.922
42.809	37.132
28.304	27.011
28.105	28.506
227.593	236.590
7.818	8.475
12.969	11.776
317.618	444.867
8.697	8.574
0.009	0.010
0.019	0.020
0.032	0.037
0.035	0.042
0.033	0.033
0.018	0.019
0.031	0.031
0.150	0.145
0.156	0.172
0.089	0.085
0.029	0.029
26.913	153.893
19.477	19.893
11.058	14.539
128.856	148.805
13.980	13.507
896.530	895.283
896.614	896.619
859.124	897.050
895.373	895.658
289.380	303.014
530.835	171.880
101.485	85.780
166.619	203.797
63.441	92.573
191.115	240.244
133.623	476.816
177.155	232.127
896.479	896.722
895.465	897.003
896.684	896.783
896.047	896.647
896.171	896.975
896.403	896.134
895.273	896.892
896.924	897.305
896.117	896.835
896.042	895.948
895.852	896.301
895.560	895.645
896.239	896.119
896.104	896.032
896.982	896.837
896.576	896.225
896.740	896.934
896.505	896.727
749.688	763.839
846.502	845.040
868.011	863.897
771.339	770.960
240.073	433.227
4.863	4.985
0.017	0.018
173.045	182.459
0.017	0.017
143.458	154.412
0.051	0.048
0.021	0.022
0.545	0.554
0.298	0.285
0.698	0.715
0.018	0.017
0.090	0.086
	
0.226	0.245
0.245	0.246
0.623	0.631
0.232	0.227
0.319	0.253
0.017	0.017
0.664	0.668
1.070	1.081
0.024	0.022
	
313.430	329.714
0.403	0.381
0.076	0.074
0.037	0.037
118.058	137.299
0.225	0.236
0.259	0.238
0.032	0.034
0.031	0.030
7.238	9.100
1.593	1.616
4.341	4.590
0.255	0.285
0.349	0.364
25.198	35.163
28.702	44.072
502.890	732.229
895.205	895.060
32.194	38.090
36.064	37.472
67.306	65.303
51.062	42.431
99.069	106.561
276.176	272.041
43.816	33.527
69.483	70.718
12.655	12.157
30.860	27.749
17.452	19.270
20.150	21.448
25.979	22.060
19.255	18.842
668.120	661.696
91.851	98.950
33.063	32.132
561.262	547.831
31.397	35.297
25.101	32.979
31.689	30.147
0.441	0.431
10.558	11.006
10.353	11.850
11.390	13.129
12.605	11.100
27.429	26.888
0.872	0.830
0.274	0.256
20.997	22.516
29.424	29.592
25.311	32.975
32.027	35.523
32.594	35.687
28.706	30.487
0.107	0.111
0.120	0.123
10.686	10.773
14.007	14.431
17.970	17.780
23.590	20.438
26.355	27.961
27.617	30.586
2.412	2.620
