6	32.027	6	35.523
7	32.594	7	35.687
6	28.706	6	30.487
1	0.107	1	0.111
1	0.120	1	0.123
20	10.686	20	10.773
22	14.007	22	14.431
24	17.970	24	17.780
25	23.590	25	20.438
25	26.355	25	27.961
25	27.617	25	30.586
10	2.412	10	2.620
12	3.629	12	3.777
14	4.665	14	4.752
16	7.091	16	7.328
18	8.935	18	8.760
53	33.765	53	36.928
52	70.562	52	81.088
59	46.436	59	55.244
50	55.967	50	57.789
51	33.185	51	43.586
46	29.034	46	32.743
46	34.706	46	39.793
54	40.931	54	42.955
51	17.927	51	20.336
48	46.577	48	56.554
51	26.344	51	29.480
49	35.282	49	40.340
52	45.287	52	52.704
45	12.490	45	13.720
45	19.255	45	21.313
40	9.733	40	10.233
41	9.464	41	9.010
43	10.364	43	12.187
29	19.096	29	15.971
30	15.849	30	16.632
30	19.007	30	24.859
28	16.758	28	16.905
28	17.143	28	18.291
140	175.351	140	178.380
123	469.008	123	458.564
140	188.658	140	183.325
121	450.575	121	412.645
141	208.783	141	223.581
123	426.835	123	433.018
140	207.073	140	187.510
97	151.007	97	150.881
193	542.772	193	539.832
193	540.527	193	540.124
193	523.504	193	538.155
193	536.285	193	530.485
193	537.249	193	536.848
191	514.783	191	516.464
191	527.965	191	522.115
191	505.546	191	523.865
191	499.049	191	517.028
191	516.244	191	533.579
191	504.393	191	511.042
191	516.505	191	531.320
187	129.752	187	134.181
187	72.062	187	76.131
185	68.735	185	61.451
189	365.080	189	366.360
62	36.999	62	37.798
62	37.540	62	37.215
62	36.625	62	36.449
62	36.125	62	37.460
62	36.173	62	38.073
62	38.020	62	37.780
62	37.651	62	37.683
71	37.530	71	37.082
64	39.685	64	39.582
64	38.365	64	39.656
64	36.528	64	38.380
62	36.298	62	36.880
62	36.384	62	36.444
62	38.170	62	37.685
62	45.953	62	37.357
62	37.466	62	36.340
64	37.506	64	38.144
60	38.033	60	39.677
60	36.555	60	37.962
62	37.242	62	35.707
103	332.831	103	336.126
108	348.300	108	348.504
53	233.077	53	238.589
53	231.393	53	233.084
53	236.275	53	233.026
52	229.781	52	228.732
51	229.950	51	230.679
52	227.153	52	238.537
52	234.466	52	233.717
54	239.702	54	237.768
53	235.656	53	240.643
52	230.134	52	228.852
52	228.622	52	239.967
54	237.595	54	237.646
52	226.701	52	238.033
29	104.180	29	111.752
37	22.697	37	28.606
20	69.784	20	80.760
15	5.971	15	6.598
28	10.954	28	11.869
26	9.606	26	11.022
27	7.312	27	7.591
25	6.077	25	5.726
16	4.441	16	4.011
25	15.949	25	16.043
31	21.564	31	28.813
18	4.633	18	4.713
31	13.857	31	15.493
25	104.515	25	102.277
27	12.993	27	15.928
15	167.007	15	180.639
348	478.096	348	432.870
9	69.457	9	85.381
69	37.188	69	45.675
17	6.104	17	5.047
22	268.193	22	231.025
9	5.506	9	5.413
65	25.581	65	28.743
47	727.488	47	778.939
47	744.966	47	803.931
42	414.378	42	437.485
52	738.593	52	757.832
53	837.883	53	840.142
20	115.033	20	134.607
20	118.439	20	132.788
20	117.953	20	123.660
34	169.574	34	176.115
42	388.321	42	436.159
40	714.533	40	699.545
13	51.326	13	53.590
15	164.173	15	153.434
28	142.775	28	164.301
11	62.244	11	72.340
48	13.658	48	14.446
113	18.478	113	22.758
26	7.504	26	6.859
42	12.806	42	12.362
26	35.162	26	39.391
86	22.126	86	22.210
72	69.275	72	78.280
17	240.273	17	294.500
26	22.081	26	23.051
116	22.504	116	53.756
39	68.584	39	35.812
33	14.654	33	15.066
41	99.161	41	104.935
10	6.521	10	6.427
33	16.540	33	21.113
17	7.574	17	8.034
33	15.854	33	18.455
41	23.097	41	25.096
68	33.919	68	54.379
38	91.835	38	82.706
23	873.022	23	872.664
138	118.511	138	144.285
69	35.156	69	41.156
66	40.165	66	44.049
14	37.958	14	41.103
43	51.575	43	62.033
22	8.287	22	8.201
40	17.041	40	20.250
15	148.378	15	134.250
21	86.780	21	90.846
15	120.415	15	138.343
22	8.720	22	8.707
134	39.918	134	66.808
20	21.451	20	37.734
12	44.954	12	46.660
20	19.089	20	42.114
64	32.579	64	51.620
63	12.239	63	12.565
28	237.822	28	234.714
63	11.645	63	12.156
63	12.505	63	11.673
64	13.221	64	13.795
206	123.473	206	172.507
9	97.969	9	139.560
87	177.278	87	180.009
99	26.512	99	26.093
91	871.912	91	872.030
103	23.377	103	24.815
17	70.271	17	72.284
8	23.378	8	33.429
21	8.238	21	6.597
21	9.416	21	8.492
48	24.835	48	26.855
21	8.412	21	7.966
27	19.814	27	20.268
62	430.250	62	269.709
21	7.495	21	7.930
21	12.733	21	13.061
11	564.830	11	559.851
21	7.377	21	8.483
84	28.952	84	27.851
21	6.401	21	7.105
16	11.431	16	11.554
11	94.257	11	102.124
21	6.645	21	7.224
11	116.282	11	245.391
21	7.751	21	7.415
40	205.641	40	253.140
82	52.576	82	58.665
33	295.237	33	289.997
99	79.927	99	113.091
98	80.139	98	68.450
79	60.926	79	53.706
79	58.482	79	55.590
23	150.136	23	123.794
100	77.712	100	84.143
108	77.883	108	88.152
15	192.180	15	235.371
19	162.891	19	184.623
17	74.589	17	94.080
13	106.921	13	112.870
11	78.798	11	86.696
14	111.519	14	132.693
33	657.159	33	663.836
22	147.934	22	168.697
15	113.925	15	144.642
14	110.190	14	124.523
22	134.244	22	156.337
22	168.660	22	173.309
15	195.835	15	199.908
42	576.477	42	618.222
15	178.849	15	203.108
60	11.315	60	12.055
53	10.136	53	10.122
37	2.363	37	2.417
51	3.185	51	3.298
39	2.748	39	2.415
38	2.616	38	2.683
49	3.144	49	2.972
41	2.645	41	2.555
46	2.728	46	2.793
48	2.843	48	3.105
44	2.584	44	2.654
44	2.707	44	2.798
49	3.088	49	2.963
49	2.707	49	2.876
55	3.860	55	3.665
54	3.768	54	3.762
47	2.989	47	2.985
40	2.667	40	2.602
35	2.304	35	2.415
54	4.895	54	4.889
39	2.567	39	2.687
40	2.756	40	2.692
47	2.875	47	2.936
41	2.548	41	2.704
36	2.339	36	2.352
38	2.480	38	2.295
41	2.975	41	2.568
49	2.984	49	2.896
38	2.372	38	2.383
47	4.882	47	4.826
43	3.327	43	3.283
56	4.055	56	3.911
37	3.014	37	2.977
31	2.204	31	2.126
47	3.097	47	2.778
49	2.911	49	2.922
48	3.127	48	3.102
46	2.911	46	3.099
51	3.781	51	3.792
44	3.439	44	3.451
45	3.221	45	3.281
51	3.472	51	3.373
45	2.694	45	2.827
49	2.960	49	2.752
44	2.552	44	2.571
42	3.361	42	3.398
36	2.622	36	2.659
49	2.910	49	2.911
89	323.329	89	293.180
36	2.255	36	2.249
74	63.774	74	63.765
65	11.693	65	14.080
64	6.377	64	6.179
62	3.407	62	3.118
52	2.881	52	3.097
52	2.832	52	3.102
68	11.332	68	10.642
46	2.721	46	2.780
51	2.823	51	3.007
50	2.746	50	2.810
57	3.191	57	3.071
50	2.816	50	2.952
55	3.142	55	2.954
45	10.263	45	12.570
42	2.632	42	2.761
68	90.149	68	97.996
37	2.454	37	2.296
58	3.263	58	3.451
52	5.981	52	6.468
54	2.803	54	2.944
39	4.904	39	5.061
73	19.693	73	19.001
48	2.896	48	2.755
54	10.189	54	10.889
62	3.212	62	3.233
83	194.535	83	162.905
58	3.189	58	3.188
52	2.882	52	3.057
80	83.101	80	95.434
100	199.475	100	222.586
35	2.051	35	2.326
40	2.376	40	2.364
49	6.773	49	8.578
45	2.520	45	2.585
61	3.173	61	3.407
52	2.733	52	3.076
46	2.640	46	2.938
44	2.633	44	2.709
78	134.285	78	129.879
42	2.480	42	2.542
43	2.583	43	2.592
98	234.516	98	262.730
36	2.333	36	2.252
43	2.567	43	2.433
44	18.876	44	18.888
55	19.604	55	19.301
52	17.982	52	18.761
39	15.706	39	23.977
46	16.829	46	18.081
34	17.063	34	17.162
39	19.273	39	17.910
54	17.806	54	18.554
35	17.630	35	17.528
53	17.726	53	18.032
55	17.253	55	19.217
51	18.162	51	17.415
54	17.807	54	17.509
38	18.653	38	25.449
39	17.734	39	18.429
49	17.620	49	17.592
43	18.830	43	18.283
42	17.991	42	18.429
42	19.083	42	18.908
47	20.183	47	19.724
32	16.332	32	16.567
42	24.333	42	17.607
53	18.467	53	18.820
43	18.204	43	18.398
41	16.987	41	17.866
46	19.212	46	19.216
51	17.222	51	17.625
35	17.137	35	17.406
48	18.930	48	18.937
51	17.520	51	18.279
37	16.749	37	17.341
35	16.186	35	15.770
34	16.380	34	16.816
34	16.021	34	16.461
140	176.584	140	193.718
121	446.062	121	477.671
123	450.789	123	445.078
140	174.670	140	210.656
140	239.378	140	197.184
144	255.476	144	260.306
121	447.743	121	437.473
121	439.246	121	454.622
140	201.812	140	186.845
121	433.265	121	441.006
121	434.082	121	445.898
140	243.768	140	207.913
140	185.896	140	232.710
86	19.894	86	17.881
87	21.740	87	22.695
140	178.944	140	179.670
86	19.022	86	19.541
192	501.158	192	505.666
193	535.179	193	553.709
193	539.991	193	516.793
193	525.653	193	547.278
193	521.487	193	525.589
193	521.299	193	541.813
193	528.984	193	534.892
193	537.869	193	531.203
193	514.974	193	542.562
191	515.521	191	514.616
191	515.608	191	499.908
191	492.913	191	520.321
191	507.467	191	509.765
191	507.288	191	510.421
191	476.282	191	520.700
185	72.216	185	69.117
187	74.393	187	75.328
185	74.020	185	71.496
189	360.658	189	395.331
185	66.758	185	69.077
187	130.657	187	133.741
185	70.674	185	68.891
62	38.979	62	39.130
62	37.609	62	38.220
64	43.487	64	44.148
64	41.679	64	41.070
64	42.923	64	42.828
64	41.550	64	42.275
60	40.840	60	42.508
60	39.195	60	37.256
60	41.034	60	40.968
62	38.559	62	39.245
62	38.897	62	39.058
62	37.760	62	38.402
62	38.612	62	39.408
62	37.372	62	37.526
62	36.205	62	36.671
62	37.619	62	38.407
62	38.278	62	37.193
64	40.791	64	43.919
64	40.917	64	42.974
64	49.567	64	40.862
64	41.361	64	42.343
60	42.249	60	39.178
60	44.736	60	40.870
217	283.016	217	289.311
121	390.520	121	383.577
181	526.156	181	521.492
117	387.989	117	374.573
119	398.149	119	394.450
123	396.615	123	385.640
115	364.919	115	362.457
126	400.519	126	398.430
176	528.170	176	529.317
177	530.819	177	521.745
116	388.275	116	373.527
128	397.789	128	408.164
127	400.423	127	399.586
53	237.896	53	241.074
51	225.946	51	229.592
52	234.812	52	233.200
52	232.161	52	234.340
52	233.664	52	234.368
54	248.450	54	236.999
52	225.633	52	233.966
53	231.504	53	236.662
52	224.760	52	235.025
52	240.431	52	240.914
54	240.392	54	237.916
52	228.614	52	232.567
53	232.180	53	230.413
53	241.673	53	236.091
53	233.751	53	235.574
52	233.589	52	233.773
52	229.775	52	235.626
53	232.922	53	231.071
51	222.646	51	229.814
41	35.233	41	51.854
48	55.047	48	77.697
51	126.675	51	212.475
3	1.176	3	1.215
3	1.176	3	1.201
3	1.105	3	1.285
3	1.225	3	1.241
3	1.253	3	1.231
3	1.175	3	1.192
3	1.108	3	1.378
3	1.207	3	1.194
32	12.055	32	13.422
36	17.423	36	18.644
24	7.448	24	7.823
43	126.734	43	252.595
3	1.196	3	1.183
3	1.100	3	1.173
3	1.145	3	1.165
3	1.143	3	1.158
24	10.377	24	14.141
35	30.613	35	26.738
35	16.306	35	19.036
36	16.237	36	16.706
3	1.456	3	1.286
3	1.483	3	1.149
3	1.411	3	1.423
3	1.404	3	1.395
3	1.476	3	1.519
3	1.298	3	1.261
3	1.535	3	1.341
3	1.073	3	1.180
31	7.538	31	8.437
49	18.133	49	18.903
15	4.594	15	4.261
22	6.618	22	7.433
17	4.667	17	4.952
40	14.137	40	15.767
4	1.433	4	1.419
4	1.336	4	1.385
4	1.285	4	1.431
4	1.549	4	1.549
40	136.906	40	146.278
3	0.613	3	0.678
8	5.890	8	5.805
185	182.957	185	169.390
185	199.296	185	195.609
16	19.823	16	21.724
65	74.220	65	83.762
66	49.650	66	52.189
26	409.936	26	421.454
3	0.499	3	0.460
8	5.766	8	5.891
68	51.172	68	50.978
61	58.245	61	67.855
66	44.891	66	41.812
5	1.282	5	1.146
3	0.421	3	0.432
179	131.648	179	159.000
186	159.210	186	154.125
67	62.298	67	64.235
66	55.895	66	58.653
44	763.689	44	809.898
49	768.352	49	774.831
40	317.110	40	329.255
50	826.459	50	839.526
38	417.857	38	444.986
38	442.937	38	494.231
59	862.914	59	861.922
38	496.021	38	520.998
20	155.461	20	161.418
37	770.897	37	790.403
34	250.475	34	266.635
34	238.127	34	237.520
37	763.812	37	765.612
28	180.986	28	195.340
45	786.474	45	794.390
28	189.050	28	198.009
20	95.358	20	113.104
26	41.249	26	42.296
98	18.751	98	19.932
49	18.409	49	20.010
116	23.528	116	26.289
98	17.590	98	24.239
113	42.410	113	50.538
48	17.383	48	17.310
75	18.233	75	18.423
26	17.660	26	17.742
200	309.970	200	323.486
35	118.871	35	146.086
9	7.578	9	7.761
32	21.651	32	23.248
16	11.031	16	13.570
59	199.800	59	257.342
9	7.791	9	8.357
121	213.181	121	207.392
16	9.783	16	11.070
97	367.336	97	441.730
9	7.322	9	7.274
211	514.727	211	575.042
3	2.163	3	2.234
17	10.782	17	12.067
38	16.474	38	18.888
3	2.417	3	2.637
17	14.673	17	17.467
3	2.778	3	2.399
69	69.831	69	59.731
35	22.752	35	25.930
3	2.255	3	2.161
17	12.466	17	12.645
15	129.119	15	137.728
19	67.788	19	98.466
15	125.484	15	108.910
21	11.831	21	11.055
213	334.935	213	400.156
31	94.306	31	74.057
21	11.262	21	11.181
45	86.991	45	99.864
46	36.619	46	48.255
63	13.302	63	12.659
8	249.019	8	253.988
64	13.750	64	13.592
243	60.738	243	58.370
9	87.998	9	130.783
360	71.871	360	76.853
26	77.775	26	82.866
63	12.004	63	12.387
20	68.912	20	83.240
7	856.908	7	856.501
63	12.486	63	12.076
8	249.115	8	259.261
243	57.982	243	63.547
9	117.947	9	206.085
26	74.917	26	79.581
20	63.742	20	74.887
132	41.023	132	61.613
8	247.891	8	269.960
243	60.836	243	56.867
63	35.867	63	57.866
26	79.934	26	75.998
63	10.790	63	13.264
16	16.668	16	17.193
63	11.229	63	12.359
91	862.874	91	863.820
103	28.946	103	28.406
81	480.608	81	496.333
103	26.194	103	27.603
16	88.064	16	86.716
17	226.646	17	223.623
1174	422.556	1174	428.826
23	104.081	23	129.516
12	31.853	12	33.303
103	23.760	103	25.491
8	14.273	8	17.033
36	48.871	36	81.634
21	12.093	21	12.591
21	17.485	21	19.491
51	42.333	51	58.102
21	13.534	21	13.340
24	18.765	24	19.603
66	53.392	66	62.465
52	63.907	52	93.178
25	23.388	25	28.073
21	9.301	21	10.673
47	40.235	47	54.474
21	13.296	21	10.984
24	21.530	24	22.790
48	31.841	48	40.154
21	12.567	21	14.557
84	37.483	84	41.170
84	43.691	84	44.329
21	8.704	21	11.731
24	20.365	24	22.607
84	34.596	84	35.565
21	12.390	21	10.450
45	31.976	45	42.851
59	84.428	59	116.468
17	47.684	17	65.852
39	25.117	39	27.446
34	157.378	34	202.236
100	72.386	100	75.751
81	56.151	81	53.243
23	153.040	23	164.341
18	92.400	18	93.058
98	74.666	98	77.695
79	61.670	79	58.478
19	132.207	19	118.479
14	58.119	14	58.712
17	80.993	17	76.606
100	77.514	100	80.140
100	82.477	100	74.218
80	60.718	80	67.564
109	83.743	109	110.263
19	189.017	19	182.059
14	133.622	14	156.139
11	77.491	11	81.899
17	81.961	17	94.963
21	732.509	21	731.367
19	178.569	19	187.669
11	69.721	11	85.241
17	80.469	17	100.726
11	75.485	11	83.085
19	190.243	19	199.538
23	413.486	23	427.329
15	164.845	15	173.204
14	141.610	14	131.285
23	403.169	23	422.265
15	164.552	15	141.985
14	127.338	14	144.005
22	154.080	22	164.717
15	186.467	15	179.805
21	220.241	21	233.927
21	205.465	21	249.615
15	285.287	15	269.525
21	210.166	21	226.456
19	176.033	19	206.339
21	221.555	21	209.533
19	186.564	19	194.051
3	0.211	3	0.221
1	0.079	1	0.079
1	0.022	1	0.022
2	0.676	2	0.686
4	0.489	4	0.522
3	0.183	3	0.210
2	0.425	2	0.490
3	0.172	3	0.186
3	0.191	3	0.202
1	0.117	1	0.126
2	882.760	2	882.879
1	0.023	1	0.021
2	0.069	2	0.069
2	0.554	2	0.549
5	0.374	5	0.373
5	0.546	5	0.579
4	0.354	4	0.382
4	0.393	4	0.423
4	0.226	4	0.226
4	0.119	4	0.123
2	0.135	2	0.137
1	0.022	1	0.022
1	0.022	1	0.023
2	0.107	2	0.118
1	0.026	1	0.028
1	0.024	1	0.026
2	0.132	2	0.134
1	0.038	1	0.041
5	0.466	5	0.515
5	11.940	5	25.285
5	0.359	5	0.406
1	0.011	1	0.012
2	0.211	2	0.239
0		0	
1	0.091	1	0.092
9	70.402	9	84.375
6	4.125	6	3.443
1	0.076	1	0.080
1	0.080	1	0.086
3	0.185	3	0.206
6	10.041	6	9.504
1	0.092	1	0.091
2	0.375	2	0.371
3	0.345	3	0.378
6	1.581	6	1.171
2	0.114	2	0.118
2	0.130	2	0.130
3	0.328	3	0.304
2	0.151	2	0.156
3	0.089	3	0.091
21	633.085	21	654.676
1	0.067	1	0.065
1	0.069	1	0.068
452	884.341	452	883.649
1	0.360	1	0.391
1	0.042	1	0.038
0		0	
1	0.043	1	0.044
5	0.261	5	0.258
1	0.031	1	0.032
1	0.036	1	0.032
1	0.033	1	0.051
2	0.793	2	0.827
2	1.527	2	1.566
2	0.454	2	0.413
2	0.742	2	0.821
2	0.262	2	0.244
2	0.120	2	0.125
1	0.027	1	0.028
1	0.030	1	0.029
1	0.029	1	0.039
1	0.025	1	0.026
1	0.038	1	0.029
1	0.025	1	0.026
1	0.039	1	0.021
1	0.036	1	0.029
2	0.044	2	0.045
2	0.042	2	0.051
2	888.675	2	887.025
2	1.459	2	1.543
1	0.044	1	0.039
2	420.478	2	425.159
2	889.888	2	887.450
4	296.501	4	336.568
22	52.538	22	66.595
2	0.114	2	0.113
1	0.090	1	0.081
1	0.030	1	0.030
1	0.029	1	0.033
1	0.031	1	0.029
3	0.482	3	0.459
1	0.030	1	0.030
1	0.058	1	0.063
1	0.039	1	0.041
1	0.029	1	0.030
2	3.077	2	3.932
2	0.264	2	0.280
3	0.338	3	0.368
4	11.633	4	13.387
3	1.501	3	1.752
16	56.586	16	63.110
20	139.269	20	154.467
8	16.571	8	20.746
3	2.142	3	2.251
1	0.248	1	0.259
1	0.178	1	0.171
1	0.118	1	0.128
6	2.070	6	2.148
1	0.209	1	0.229
1	0.255	1	0.246
1	0.080	1	0.082
7	16.114	7	18.468
6	7.190	6	9.379
1	0.180	1	0.205
3	1.830	3	2.062
2	0.431	2	0.370
0		0	
2	0.409	2	0.377
2	0.413	2	0.432
2	280.787	2	282.715
6	2.435	6	2.855
1	0.180	1	0.179
2	434.486	2	478.124
7	1.958	7	2.460
1	0.038	1	0.037
3	0.543	3	0.666
0		0	
1	0.161	1	0.173
1	0.273	1	0.283
3	0.277	3	0.277
1	0.036	1	0.030
1	0.034	1	0.044
1	0.042	1	0.029
4	1.192	4	1.700
1	0.031	1	0.031
3	0.656	3	0.822
5	1.150	5	1.327
29	866.591	29	866.673
26	850.163	26	863.491
26	729.872	26	720.890
26	742.789	26	714.839
26	718.136	26	715.239
26	681.060	26	714.990
26	689.268	26	739.134
26	676.575	26	730.301
26	713.324	26	690.696
26	717.361	26	724.515
29	766.312	29	774.161
29	773.770	29	773.433
29	755.381	29	762.282
29	755.208	29	758.173
29	767.032	29	770.833
29	766.069	29	768.896
29	612.686	29	759.032
29	755.532	29	756.145
29	605.502	29	499.924
12	75.622	12	95.856
12	82.862	12	97.067
12	87.450	12	81.628
11	87.924	11	86.497
29	875.905	29	876.070
29	873.921	29	874.422
29	875.540	29	875.906
29	858.263	29	874.166
29	875.399	29	875.533
29	875.045	29	874.721
29	875.927	29	875.448
29	869.238	29	874.238
29	871.140	29	872.305
55	869.261	55	869.694
31	868.776	31	868.442
30	867.108	30	868.537
40	609.762	40	625.384
40	613.794	40	613.418
31	761.325	31	762.894
31	771.362	31	744.119
31	779.660	31	777.962
38	719.734	38	692.814
29	818.986	29	794.558
29	820.358	29	821.481
29	813.928	29	817.468
29	811.102	29	817.888
29	821.136	29	824.356
29	814.874	29	820.464
29	812.190	29	777.063
29	771.985	29	813.759
38	866.544	38	867.066
13	56.545	13	58.747
13	54.597	13	53.153
13	87.563	13	95.600
13	98.183	13	90.490
34	867.217	34	867.881
37	856.374	37	853.924
36	855.696	36	856.085
100	665.544	100	664.489
99	838.236	99	839.921
35	868.132	35	872.964
36	509.805	36	563.508
21	212.417	21	245.104
87	543.455	87	592.760
87	558.627	87	581.914
87	573.805	87	598.120
103	697.250	103	699.115
102	693.739	102	724.996
97	682.499	97	693.955
104	757.762	104	779.464
101	834.835	101	833.670
101	824.293	101	828.358
101	595.578	101	607.354
100	600.307	100	591.374
101	825.495	101	829.934
1	0.726	1	0.711
2	2.439	2	2.585
1	1.561	1	1.649
1	1.022	1	0.942
1	1.545	1	1.703
1	2.326	1	2.381
2	4.086	2	3.980
2	5.148	2	5.484
2	4.208	2	4.412
1	1.682	1	1.818
2	2.774	2	2.915
2	4.326	2	4.750
1	0.681	1	0.727
2	2.461	2	2.603
1	0.968	1	0.967
1	0.766	1	0.715
1	1.500	1	1.665
2	3.695	2	3.992
1	1.590	1	1.640
2	3.770	2	3.848
2	2.445	2	2.588
1	0.976	1	1.008
2	2.784	2	2.778
2	2.792	2	2.755
87	542.150	87	562.107
1	1.053	1	1.005
2	2.607	2	2.951
1	1.033	1	1.077
1	1.051	1	1.054
2	2.853	2	2.781
1	0.985	1	1.064
2	2.952	2	3.072
2	2.884	2	3.129
104	628.916	104	624.782
104	629.467	104	626.248
6	2.233	6	2.234
6	2.290	6	2.364
6	2.225	6	2.192
6	2.275	6	2.352
7	2.234	7	2.294
7	2.498	7	2.492
7	2.159	7	2.161
7	2.239	7	2.262
13	5.045	13	5.237
13	5.231	13	5.192
13	5.083	13	5.469
13	5.292	13	5.518
6	2.115	6	2.117
6	2.005	6	2.024
6	1.955	6	1.963
6	2.065	6	2.184
8	3.084	8	3.229
8	3.397	8	3.203
8	3.048	8	3.260
8	3.026	8	3.170
17	21.655	17	22.126
8	6.085	8	6.046
8	6.333	8	5.918
8	6.296	8	6.065
8	6.262	8	6.181
17	14.159	17	15.898
17	15.191	17	14.779
17	13.570	17	12.906
17	14.063	17	15.019
27	146.845	27	149.782
6	2.777	6	2.683
6	2.883	6	2.813
6	2.632	6	2.842
6	2.646	6	3.115
8	3.749	8	3.706
8	3.950	8	3.955
8	3.514	8	3.650
8	3.637	8	3.923
6	2.603	6	2.711
6	2.858	6	2.735
6	2.627	6	2.742
6	2.759	6	2.882
8	3.561	8	3.696
8	3.701	8	3.798
8	3.596	8	3.791
8	3.557	8	3.924
8	3.227	8	3.572
8	3.502	8	3.575
8	3.124	8	3.572
8	3.363	8	3.403
10	5.298	10	4.229
10	4.476	10	4.507
10	4.217	10	4.526
10	4.385	10	4.419
8	3.272	8	3.410
8	3.471	8	3.550
8	3.385	8	3.343
8	3.410	8	3.334
10	4.194	10	4.589
10	4.494	10	4.638
10	4.324	10	4.394
10	4.538	10	4.637
11	4.376	11	4.926
12	4.413	12	4.622
12	4.806	12	4.963
13	4.995	13	5.620
11	5.254	11	5.252
12	6.682	12	6.350
13	6.666	13	6.663
13	6.132	13	6.188
12	5.033	12	4.873
13	5.043	13	5.162
14	5.573	14	5.686
15	5.923	15	5.817
12	5.503	12	5.826
13	6.433	13	6.476
15	7.052	15	7.202
15	9.680	15	7.013
14	36.929	14	36.800
11	10.984	11	11.843
11	11.104	11	11.274
11	10.706	11	11.940
11	11.904	11	11.687
13	24.199	13	27.330
14	17.547	14	17.895
13	28.971	13	30.075
14	15.491	14	18.263
12	15.122	12	15.973
12	17.229	12	17.459
12	15.971	12	14.615
12	14.405	12	17.505
14	32.684	14	39.763
15	25.195	15	27.765
14	33.518	14	34.951
15	26.215	15	25.864
45	462.431	45	467.836
6	2.368	6	2.321
6	2.351	6	2.332
6	2.410	6	2.521
6	2.698	6	2.497
